OBJECTID,CHITRT0_,CHITRT0_ID,TRACT,STATE,COUNTY,CNTYTRT,POPU,Dist_5_mi,Dist_10_mi,Dist_15_mi,Dist_20_mi,Beta_6,Beta_8,Beta_10,Beta_12,Beta_14,Beta_16,Beta_18,Dist
1603,1604,1264,611300,17,31,31611300,4279,2.694375048,3.817410632,3.628997795,3.55047031,3.149717834,3.192543875,3.127278808,2.931410225,2.608516802,2.195967328,1.756906054,0
1604,1605,1265,611400,17,31,31611400,4651,2.694375048,3.870829758,3.684378259,3.560537042,3.145490919,3.182752532,3.109607357,2.904050446,2.570613709,2.147514087,1.697924204,0
1605,1606,1267,611500,17,31,31611500,3878,2.621274757,4.214802601,3.744743558,3.611729384,3.145155653,3.178404562,3.099356453,2.886837134,2.546703586,2.11830607,1.664860238,0
1606,1607,1268,581100,17,31,31581100,1046,1.487291687,4.252697196,3.795512295,3.677661951,3.146650694,3.177219989,3.096443639,2.886004669,2.554732334,2.143357067,1.713193358,0
1607,1608,1271,570400,17,31,31570400,1542,0.923978082,4.271795596,3.844377724,3.70521048,3.131139339,3.162626213,3.097183361,2.926241944,2.667625954,2.366865362,2.083575387,0
1608,1609,1272,570300,17,31,31570300,5642,0.924547106,4.06682579,3.862696635,3.742454504,3.101636991,3.111256438,3.013692234,2.796041183,2.470426093,2.076358862,1.669983086,0
1609,1610,1273,560400,17,31,31560400,1448,1.089918652,4.006078817,3.963337132,3.779128608,3.085829922,3.087141006,2.980454256,2.753201729,2.417162476,2.010806373,1.589752441,0
1610,1611,1274,560300,17,31,31560300,3014,0.93352235,4.006078817,3.999290361,3.795633163,3.076358783,3.074287827,2.965331016,2.73747191,2.402200475,1.996743644,1.575580746,0
1611,1612,1277,381900,17,31,31381900,1443,2.519325421,3.460076192,3.309553788,3.388759204,3.20936699,3.382790413,3.533100432,3.630909694,3.631588352,3.482881132,3.156901435,0
1612,1613,1278,381800,17,31,31381800,1624,2.579133139,3.544641349,3.314181227,3.40305993,3.179709067,3.301019821,3.357767357,3.313456276,3.135026456,2.809405541,2.363468324,0
1613,1614,1279,620100,17,31,31620100,3627,0.923978082,3.913224916,3.844377724,3.656107459,3.084993812,3.094259287,3.000114757,2.789799709,2.474926059,2.093890183,1.70144656,0
1614,1615,1280,630100,17,31,31630100,1248,2.451573082,4.278658516,3.700728593,3.555753434,3.104403534,3.122382973,3.03022754,2.808939285,2.465805004,2.039989956,1.593049614,0
1615,1616,1281,630200,17,31,31630200,2033,2.451573082,4.229124446,3.795512295,3.633342539,3.122745317,3.144765848,3.056534005,2.840549728,2.505911672,2.092811793,1.661697222,0
1616,1617,1282,630300,17,31,31630300,5109,0.98449619,3.957780691,3.844377724,3.63770356,3.095710139,3.109997097,3.02010123,2.812253194,2.497664079,2.115369143,1.721427789,0
1617,1618,1285,410100,17,31,31410100,2110,2.302411011,2.826675246,3.189328169,3.323433219,3.036517877,3.116565622,3.144934348,3.090231193,2.92101682,2.621154194,2.210568155,0
1618,1619,1286,410200,17,31,31410200,1313,2.302411011,2.873844264,3.223557469,3.333568783,3.159339768,3.348190153,3.551985589,3.75384335,3.908222447,3.937127872,3.764973276,0
1619,1620,1287,410300,17,31,31410300,991,2.458807313,3.389470766,3.225432003,3.333954878,3.287703885,3.653558962,4.220897346,5.092224864,6.316296854,7.772736443,9.127663745,0
1620,1621,1288,410400,17,31,31410400,635,2.519325421,3.510075686,3.225432003,3.346353998,3.630091923,4.715940691,7.214085763,12.7197574,23.69714021,42.74305473,70.84487158,0
1621,1622,1289,400100,17,31,31400100,1804,2.519325421,3.510075686,3.310901547,3.456682259,3.194711309,3.356516097,3.485695932,3.547678021,3.496708692,3.28934298,2.915876845,0
1622,1623,1290,400200,17,31,31400200,1041,2.703831566,3.547775226,3.339616315,3.46663606,3.149453193,3.2490162,3.275525403,3.193312749,2.975180174,2.619411053,2.164335756,0
1623,1624,1291,370400,17,31,31370400,782,2.703831566,3.556680179,3.342895995,3.481155679,3.13789789,3.220391917,3.220609695,3.104869887,2.852604326,2.472146815,2.010101129,0
1624,1625,1292,612200,17,31,31612200,1357,2.703831566,3.609392014,3.382923984,3.520891534,3.123856346,3.185082711,3.153754715,2.999843115,2.711678365,2.309285623,1.847232786,0
1625,1626,1293,612100,17,31,31612100,1720,2.796686492,3.807395541,3.552667183,3.536839347,3.115887953,3.164075027,3.114141081,2.939063624,2.633089655,2.223032258,1.767075191,0
1626,1627,1294,612000,17,31,31612000,2263,2.796686492,3.863192742,3.552667183,3.536839347,3.111657831,3.152956193,3.093473343,2.907938907,2.593715681,2.180910433,1.729141344,0
1627,1628,1295,611900,17,31,31611900,2597,2.434790102,3.884892757,3.553595237,3.536839347,3.106281668,3.138712631,3.067029822,2.868129196,2.543042862,2.125538367,1.676536513,0
1628,1629,1297,611800,17,31,31611800,2557,2.434790102,3.894740386,3.6995117,3.545686702,3.101159824,3.125915811,3.04386332,2.833616497,2.498933268,2.07608234,1.626573584,0
1629,1630,1298,410800,17,31,31410800,2964,2.302411011,2.887040062,3.213476866,3.333568783,3.093095335,3.22658091,3.335857366,3.388323858,3.338249753,3.141249853,2.786572713,0
1630,1631,1299,410700,17,31,31410700,2227,2.302411011,2.887040062,3.213476866,3.39060106,3.153592057,3.341640004,3.53907456,3.720122024,3.831201684,3.796369288,3.557403067,0
1631,1632,1300,410600,17,31,31410600,2490,2.362929119,3.105162791,3.213476866,3.39060106,3.228751387,3.498981578,3.845440692,4.270387609,4.727108429,5.095512314,5.218219188,0
1632,1633,1301,410500,17,31,31410500,3141,2.519325421,3.204717969,3.225432003,3.390987154,3.275551629,3.595302331,4.035760135,4.624817801,5.332714076,6.022359506,6.471252515,0
1633,1634,1302,611700,17,31,31611700,2816,2.33096935,3.894740386,3.6995117,3.555753434,3.097675067,3.118032859,3.030315928,2.814161399,2.47478729,2.049649367,1.600325598,0
1634,1635,1303,611600,17,31,31611600,2115,2.421848095,4.042313591,3.700728593,3.555753434,3.095695453,3.112863054,3.021101759,2.800945159,2.458800056,2.032990441,1.584971072,0
1635,1636,1304,630500,17,31,31630500,6420,2.451573082,4.325260841,3.781766978,3.577366589,3.090871914,3.102789525,3.005765804,2.782495329,2.44158947,2.022263958,1.5844856,0
1636,1637,1306,630400,17,31,31630400,6784,1.547809795,4.027757068,3.828506695,3.63770356,3.08871444,3.09967503,3.003729325,2.785274656,2.454080909,2.049029602,1.627883541,0
1637,1638,1307,570500,17,31,31570500,2330,0.924547106,4.004529614,3.883396258,3.744215144,3.068935991,3.067628232,2.960850711,2.736313729,2.40563579,2.006684674,1.594196768,0
1638,1639,1308,820300,17,31,31820300,5194,1.935672583,3.20921462,4.030333702,3.952674657,2.951996521,2.922600031,2.807894226,2.602804462,2.319563261,1.986690921,1.64338949,0
1639,1640,1309,410900,17,31,31410900,4122,2.108706988,2.876674739,3.165143555,3.243037086,3.006495631,3.075258081,3.091594608,3.024047923,2.842450232,2.534282716,2.123976854,0
1640,1641,1310,560500,17,31,31560500,673,0.768150803,4.15343529,3.959794703,3.790167094,3.049453431,3.040863478,2.928006933,2.699298939,2.366005979,1.964568257,1.548694529,0
1641,1642,1311,620200,17,31,31620200,2187,0.958611112,3.963838046,3.873315655,3.666326772,3.057554121,3.054327042,2.947364872,2.72453736,2.397132527,2.002191173,1.593476397,0
1642,1643,1312,560600,17,31,31560600,1408,0.93352235,4.3300716,3.984414576,3.790849555,3.041230306,3.030095927,2.916092364,2.688101586,2.356787226,1.956936594,1.541084813,0
1643,1644,1313,560700,17,31,31560700,3298,0.932460482,4.30002398,3.989209759,3.804586808,3.032214161,3.02037312,2.909126821,2.687977525,2.366021337,1.974265315,1.562269073,0
1644,1645,1314,560800,17,31,31560800,5381,1.028126882,3.882925638,4.006566055,3.907694138,3.018295156,3.006461603,2.901255313,2.693377936,2.390035744,2.016711923,1.617479354,0
1645,1646,1315,560900,17,31,31560900,5004,1.765693946,3.718711938,4.054567756,3.982904746,2.989276622,2.968696564,2.857494917,2.64827364,2.35117942,1.994404822,1.620493909,0
1646,1647,1316,400300,17,31,31400300,1650,2.325621397,3.206178133,3.300149006,3.477779764,3.207393105,3.413080001,3.61899795,3.789666474,3.865366845,3.777169985,3.488891587,0
1647,1648,1319,411000,17,31,31411000,3606,2.108706988,2.878134903,3.13034172,3.325592814,3.009834556,3.09958487,3.152660828,3.136481658,3.01348873,2.75864563,2.384071186,0
1648,1649,1320,411100,17,31,31411100,2420,2.169225095,3.096587594,3.171463399,3.350809321,3.106225072,3.277624459,3.452989338,3.600077326,3.663615072,3.580677782,3.319615228,0
1649,1650,1321,411200,17,31,31411200,2176,2.169225095,3.096587594,3.171463399,3.350809321,3.17198585,3.401976976,3.669433026,3.946519371,4.168646645,4.245012283,4.106049375,0
1650,1651,1322,411300,17,31,31411300,783,2.169225095,3.096587594,3.214484952,3.452819432,3.236783323,3.52796015,3.895629872,4.320574702,4.732433,5.012235683,5.046246702,0
1651,1652,1323,411400,17,31,31411400,942,2.169225095,3.159339076,3.238633648,3.452819432,3.269544027,3.585808787,3.992824018,4.475210495,4.961560049,5.3233956,5.430491858,0
1652,1653,1324,400400,17,31,31400400,1909,2.325621397,3.258587853,3.300149006,3.484323618,3.176286615,3.344684275,3.489452166,3.573477118,3.546544696,3.362947785,3.014635879,0
1653,1654,1325,400500,17,31,31400500,2504,2.510127542,3.258587853,3.300149006,3.484323618,3.146900646,3.276433357,3.358254907,3.355381532,3.228484683,2.954032416,2.548414288,0
1654,1655,1326,400600,17,31,31400600,697,2.510127542,3.288131431,3.307880563,3.484323618,3.122625638,3.230079138,3.279792249,3.236297333,3.066718563,2.758199336,2.337041308,0
1655,1656,1327,680100,17,31,31680100,582,2.510127542,3.288131431,3.349662517,3.495387096,3.10744114,3.201591469,3.232488922,3.165921236,2.972959496,2.646642478,2.218259917,0
1656,1657,1328,680200,17,31,31680200,4567,2.553149935,3.326202926,3.353220503,3.498797043,3.085579578,3.154522532,3.148358352,3.035911816,2.796843088,2.436264221,1.994970239,0
1657,1658,1329,680300,17,31,31680300,1166,2.553149935,3.365378653,3.314718229,3.538532898,3.084169704,3.13263788,3.091912715,2.933717953,2.646982269,2.250406566,1.795768416,0
1658,1659,1330,680400,17,31,31680400,1832,2.553149935,3.369004863,3.463055648,3.541989039,3.076474284,3.114299341,3.05838754,2.882502439,2.579796472,2.173995913,1.719842091,0
1659,1660,1331,680500,17,31,31680500,2217,2.553149935,3.37912723,3.567927654,3.557936852,3.07004242,3.099102116,3.030940572,2.841148043,2.526373175,2.114278558,1.661660676,0
1660,1661,1332,670100,17,31,31670100,1971,2.553149935,3.576847813,3.567927654,3.557936852,3.065125949,3.087047653,3.009035785,2.808309471,2.484422871,2.068117701,1.617554156,0
1661,1662,1334,670200,17,31,31670200,2023,2.434790102,3.584799251,3.600224087,3.557936852,3.060892458,3.076915599,2.991004414,2.781832018,2.4513255,2.032532499,1.584365333,0
1662,1663,1335,670300,17,31,31670300,1936,2.434790102,3.584799251,3.673529149,3.506609258,3.057802171,3.069083408,2.976919,2.761261117,2.425981225,2.005865658,1.56018105,0
1663,1664,1336,670400,17,31,31670400,2255,2.597903268,3.598696777,3.677076692,3.519769,3.054917377,3.062292725,2.965214017,2.744753462,2.406332843,1.985968961,1.54295001,0
1664,1665,1337,670500,17,31,31670500,1632,2.688782013,3.725436814,3.677076692,3.576850939,3.032935104,3.032190721,2.928747825,2.705347809,2.368586973,1.954291437,1.519971131,0
1665,1666,1338,630600,17,31,31630600,417,2.584961261,3.737145013,3.683978552,3.555753434,3.051719091,3.054066664,2.951102601,2.725722813,2.38553078,1.967883169,1.531405703,0
1666,1667,1339,630700,17,31,31630700,5142,2.584961261,4.027757068,3.766233829,3.577366589,3.050358034,3.051084732,2.947170928,2.72272031,2.386327618,1.975363625,1.547077289,0
1667,1668,1340,630800,17,31,31630800,6797,1.821572394,4.027757068,3.787639608,3.586511218,3.050498778,3.052127747,2.951870667,2.735410133,2.412026737,2.017938509,1.607312791,0
1668,1669,1342,630900,17,31,31630900,5243,0.895901965,4.027757068,3.814318433,3.609802812,3.050266269,3.053830292,2.9592597,2.753905557,2.44753149,2.074741306,1.686153624,0
1669,1670,1343,620400,17,31,31620400,4588,1.147609355,4.137188983,3.841462801,3.660995154,3.043763966,3.044142373,2.947291192,2.741524545,2.437005482,2.067788745,1.683347692,0
1670,1671,1344,620300,17,31,31620300,5519,0.965327976,3.899758646,3.863906422,3.672612014,3.028638896,3.01896827,2.90971719,2.689568309,2.369066448,1.982829758,1.581874053,0
1671,1672,1348,820400,17,31,31820400,5435,1.651679154,2.998501165,3.967241496,3.914149935,2.905946619,2.868032035,2.753712595,2.562308837,2.310960937,2.032811548,1.770064761,0
1672,1673,1349,561100,17,31,31561100,5395,1.028126882,3.852526746,3.985160275,3.838036394,3.000595105,3.000421498,2.927695656,2.77886898,2.554085181,2.252097237,1.88816094,0
1673,1674,1350,561000,17,31,31561000,5173,1.685407822,3.659626427,4.012623757,3.912463399,2.957642834,2.928990389,2.81310111,2.603195397,2.308518107,1.95503671,1.583897773,0
1674,1675,1357,400700,17,31,31400700,1026,2.293923522,3.221404684,3.34193096,3.484323618,3.156030126,3.317575425,3.457292143,3.53988403,3.517425235,3.346152904,3.017724462,0
1675,1676,1359,680800,17,31,31680800,1187,2.553149935,3.369004863,3.416310555,3.538532898,3.054737011,3.101464809,3.068558278,2.929937463,2.672959651,2.309219533,1.880236473,0
1676,1677,1361,680700,17,31,31680700,1673,2.553149935,3.369004863,3.564647975,3.538532898,3.041188738,3.073469643,3.019948726,2.856288988,2.574436421,2.192521697,1.75738954,0
1677,1678,1362,680600,17,31,31680600,1901,2.716263101,3.37912723,3.564647975,3.55448071,3.032401611,3.053072993,2.982361752,2.797286336,2.493729485,2.095710935,1.655063657,0
1678,1679,1363,670900,17,31,31670900,1518,2.716263101,3.389704022,3.567927654,3.557936852,3.025736514,3.037843507,2.955090708,2.756060974,2.439891676,2.034604811,1.594530252,0
1679,1680,1364,670800,17,31,31670800,2031,2.716263101,3.440515958,3.567927654,3.557936852,3.021378761,3.027516661,2.936845289,2.729552463,2.407404392,2.001010416,1.565518988,0
1680,1681,1365,670700,17,31,31670700,1948,2.548070734,3.585528415,3.5765684,3.57289534,3.018336856,3.020265427,2.924465882,2.71268279,2.388828617,1.985184794,1.556760654,0
1681,1682,1366,420100,17,31,31420100,1420,2.169225095,2.609524191,3.092248185,3.285843471,2.98583531,3.078666243,3.145635301,3.155190977,3.066960167,2.8493287,2.50673764,0
1682,1683,1367,670600,17,31,31670600,2257,2.548070734,3.585528415,3.640304662,3.57289534,3.01620692,3.014503523,2.9140042,2.697539678,2.370582169,1.96672014,1.541096258,0
1683,1684,1368,660100,17,31,31660100,469,2.165110746,3.725436814,3.64478026,3.581742695,3.012543536,3.00530059,2.89774748,2.674118684,2.34180212,1.935952189,1.511936052,0
1684,1685,1369,660200,17,31,31660200,6615,2.106158529,3.725436814,3.665453345,3.581742695,3.013977032,3.006652386,2.899987569,2.679330305,2.352882445,1.955600961,1.541304742,0
1685,1686,1370,420200,17,31,31420200,1856,2.169225095,2.881307009,3.161818345,3.346619156,3.245439027,3.606662516,4.126607541,4.822346208,5.641972401,6.441731825,7.030795618,0
1686,1687,1371,420300,17,31,31420300,1868,2.169225095,3.144291578,3.161818345,3.346619156,3.548264127,4.357259459,5.800059868,8.195912374,11.7735309,16.45490487,21.74217,0
1687,1688,1372,420400,17,31,31420400,1763,2.169225095,3.144291578,3.203600299,3.3617001,3.904081518,5.360031784,8.341645789,14.01353859,23.76404041,38.63596147,58.6255419,0
1688,1689,1373,660300,17,31,31660300,8304,1.769940265,4.178852072,3.765016936,3.619044728,3.019870609,3.01916465,2.925362965,2.726191868,2.430522903,2.070828973,1.695248341,0
1689,1690,1375,420500,17,31,31420500,3336,2.169225095,3.20704306,3.204948059,3.454271351,3.457652665,4.077802289,5.100117087,6.67796511,8.865284247,11.49907588,14.18575584,0
1690,1691,1376,660400,17,31,31660400,5660,0.895901965,3.915867504,3.792912654,3.584464479,3.032556628,3.049624319,2.990070609,2.848713022,2.638872087,2.391141315,2.143785816,0
1691,1692,1377,420600,17,31,31420600,3053,2.169225095,3.214517531,3.283258109,3.473214324,3.265521011,3.592134243,4.028923433,4.574193552,5.169702517,5.690687368,5.991645574,0
1692,1693,1378,400800,17,31,31400800,3515,2.293923522,3.234940793,3.311637309,3.484323618,3.146518316,3.314020181,3.469412206,3.579536564,3.595350866,3.46727303,3.177688209,0
1693,1694,1379,650100,17,31,31650100,4417,0.739505662,3.966034294,3.829260707,3.584464479,3.028146737,3.043516619,2.983833503,2.845086196,2.641153458,2.402088817,2.164783823,0
1694,1695,1380,650200,17,31,31650200,6354,1.936260628,3.874933578,3.854117792,3.596081339,3.000251406,2.988316196,2.884256076,2.678048837,2.379334998,2.019167424,1.643602773,0
1695,1696,1381,640100,17,31,31640100,1246,1.859398368,3.87691506,3.946730663,3.650948745,2.985746205,2.964375676,2.848249187,2.627205436,2.310661924,1.929916312,1.533219727,0
1696,1697,1384,640300,17,31,31640300,6076,2.62766789,3.758373737,4.007614686,3.817930801,3.030451229,3.137209085,3.336069141,3.76905079,4.567646064,5.667518305,6.762327616,0
1697,1698,1386,640400,17,31,31640400,3163,1.728430214,3.613699897,3.969481998,3.890850969,2.927538442,2.891732602,2.772045928,2.562294689,2.271237093,1.923296427,1.558168418,0
1698,1699,1389,421100,17,31,31421100,1516,1.955699329,2.852935633,3.036527613,3.16644537,2.946382014,3.022109527,3.070243706,3.059690338,2.95100415,2.714839733,2.359948101,0
1699,1700,1390,680900,17,31,31680900,4570,2.559866798,2.991498637,3.377950734,3.500278852,3.055712467,3.162482566,3.276970329,3.438764133,3.706619188,4.117712362,4.636541179,0
1700,1701,1391,421000,17,31,31421000,1194,2.169225095,2.881307009,3.182868545,3.254572414,3.196536631,3.522676682,3.987877326,4.602271613,5.312655694,5.985611223,6.452088134,0
1701,1702,1392,420900,17,31,31420900,2269,2.169225095,2.881307009,3.182868545,3.254572414,3.318973611,3.805836653,4.580659018,5.72798955,7.242517669,8.958490217,10.56956038,0
1702,1703,1393,420800,17,31,31420800,2564,2.169225095,2.888781481,3.184216305,3.358794274,3.432110946,4.075164381,5.168821078,6.900896785,9.360389372,12.39910381,15.59744718,0
1703,1704,1394,420700,17,31,31420700,4458,2.169225095,2.951532963,3.184216305,3.365338127,3.239107813,3.573541366,4.040406051,4.648706798,5.346439929,6.003339291,6.45351574,0
1704,1705,1396,690100,17,31,31690100,2538,2.293923522,2.970468192,3.235456076,3.473214324,3.097918193,3.24025518,3.364785397,3.439479383,3.419659726,3.26325446,2.960073061,0
1705,1706,1397,681000,17,31,31681000,4343,2.559866798,3.089915758,3.529846139,3.543424654,2.999516009,3.018475711,2.956123662,2.79151098,2.518857199,2.155150913,1.742082302,0
1706,1707,1398,671000,17,31,31671000,516,2.559866798,3.089915758,3.564647975,3.559372467,2.987418267,2.989899294,2.902380917,2.705016159,2.39706374,2.004491982,1.578049645,0
1707,1708,1399,671100,17,31,31671100,1431,2.716263101,3.089915758,3.564647975,3.559372467,2.988656042,2.987833632,2.895931805,2.695290741,2.388411963,2.004061946,1.593072711,0
1708,1709,1400,671400,17,31,31671400,2389,1.95888191,3.42954177,3.613310093,3.579439588,2.968858098,2.954085475,2.846496998,2.631823282,2.316973528,1.934027894,1.533607862,0
1709,1710,1401,671200,17,31,31671200,1597,2.024399467,3.130147676,3.573288721,3.569439198,2.99203565,2.997891063,2.925772227,2.772153971,2.558680301,2.331833211,2.147868174,0
1710,1711,1402,671300,17,31,31671300,3561,1.868003165,3.173008174,3.546294152,3.575983447,2.973543681,2.96728542,2.876230083,2.69100309,2.424082157,2.111168815,1.801006435,0
1711,1712,1403,660700,17,31,31660700,2682,1.95888191,3.454603489,3.613310093,3.579439588,2.967693807,2.949982648,2.837744564,2.616606081,2.293682267,1.901708223,1.492406621,0
1712,1713,1404,660600,17,31,31660600,7505,1.878022551,3.611357922,3.665453345,3.609900099,2.991057675,2.98153672,2.879473232,2.67210915,2.367578151,1.997875561,1.611644937,0
1713,1714,1406,660500,17,31,31660500,5356,1.559185817,3.83454466,3.774950154,3.635792073,3.037928978,3.10572466,3.162363439,3.245415002,3.418384894,3.755588257,4.314443424,0
1714,1715,1407,650300,17,31,31650300,9183,1.634720703,3.922041028,3.866982782,3.645752379,2.986491221,2.986539463,2.910867139,2.753991471,2.527030084,2.25702416,1.980016477,0
1715,1716,1408,640800,17,31,31640800,1622,1.779607243,3.73532907,3.95346183,3.596081339,2.955854658,2.929137491,2.812253176,2.595643273,2.288141976,1.919109375,1.534094086,0
1716,1717,1409,640700,17,31,31640700,3159,1.843087467,3.704975164,3.933557789,3.652466625,2.952096721,2.923638788,2.806314354,2.590948257,2.284611272,1.91304143,1.520421636,0
1717,1718,1413,640600,17,31,31640600,3862,2.58646326,3.425043004,3.935558655,3.817930801,2.945555138,2.930319773,2.845629663,2.687656661,2.456455746,2.152557772,1.793762147,0
1718,1719,1416,640500,17,31,31640500,3202,2.62766789,3.576229621,3.789347192,3.857126005,2.904954586,2.863199213,2.739290746,2.527437674,2.236751368,1.891911113,1.532255768,0
1719,1720,1420,660800,17,31,31660800,6616,1.563711429,3.579802018,3.638240361,3.588286944,2.973701382,2.960202993,2.856294904,2.64961536,2.348069393,1.982696799,1.60087915,0
1720,1721,1422,430100,17,31,31430100,10392,1.916722285,2.551536611,2.895476984,3.043941594,2.825641642,2.84986739,2.854293006,2.82209727,2.720403799,2.50939064,2.180450688,0
1721,1722,1424,671600,17,31,31671600,3000,2.169385116,3.115993774,3.540804081,3.559372467,2.947996172,2.933830128,2.829989413,2.619169392,2.303849528,1.912619744,1.496459438,0
1722,1723,1425,430200,17,31,31430200,5347,1.955699329,2.791711541,2.957819198,3.175313622,2.905223358,2.963052723,2.992939215,2.96533203,2.840905562,2.589100976,2.219838172,0
1723,1724,1426,430300,17,31,31430300,2952,1.955699329,2.791711541,2.982216282,3.175313622,2.969035953,3.069019434,3.154907369,3.195380324,3.145268168,2.963741448,2.6464927,0
1724,1725,1427,671500,17,31,31671500,4341,2.001192749,3.285952625,3.549444826,3.575983447,2.939109691,2.917768252,2.8057306,2.587752221,2.269025821,1.880160373,1.471902884,0
1725,1726,1429,421200,17,31,31421200,1789,1.645553828,2.914418323,3.184216305,3.268424502,3.084158303,3.259607014,3.453872218,3.640805923,3.768480056,3.770482081,3.602185483,0
1726,1727,1430,690400,17,31,31690400,4150,1.813274647,2.98329809,3.245930761,3.288559735,3.011334274,3.092663126,3.13109636,3.095300854,2.952857635,2.686372078,2.313250331,0
1727,1728,1431,690500,17,31,31690500,1210,1.645553828,2.915147487,3.226571244,3.248809256,3.023240907,3.134966747,3.225978185,3.265207057,3.211406816,3.029098653,2.715393123,0
1728,1729,1433,690300,17,31,31690300,2764,1.976387813,2.990058178,3.309929151,3.301645739,2.980938952,3.023651169,3.003068242,2.891060031,2.667362642,2.333418635,1.923594669,0
1729,1730,1434,681200,17,31,31681200,3792,2.036195531,3.003599371,3.373977591,3.397508911,2.97131127,2.995909928,2.949688205,2.809531473,2.56363195,2.221056498,1.817855173,0
1730,1731,1435,681100,17,31,31681100,4830,2.169385116,3.025220847,3.525642554,3.437244766,2.953169512,2.953179691,2.870296049,2.684077064,2.390701428,2.011277615,1.592432347,0
1731,1732,1437,671700,17,31,31671700,2386,2.169385116,3.086861502,3.547066895,3.532701455,2.945863246,2.934766008,2.835766607,2.630293489,2.318734006,1.92766781,1.507534464,0
1732,1733,1438,660900,17,31,31660900,5402,1.559185817,3.581453498,3.684180035,3.612445578,2.951658587,2.93579694,2.835470544,2.63984625,2.356650186,2.014271072,1.655638788,0
1733,1734,1439,650400,17,31,31650400,5695,1.624871093,3.06602158,3.811641888,3.55422859,2.946928161,2.9373891,2.853905828,2.689411765,2.452476796,2.16741291,1.868739339,0
1734,1735,1440,650500,17,31,31650500,3586,1.68032799,3.184210007,3.905569104,3.55422859,2.912990454,2.881769028,2.768227905,2.563180915,2.274213315,1.927397646,1.563138764,0
1735,1736,1444,661000,17,31,31661000,6526,2.736747994,3.402564555,3.706182743,3.473736458,2.910443978,2.87789229,2.756911171,2.534819149,2.218758072,1.839190023,1.444114205,0
1736,1737,1447,430700,17,31,31430700,2290,1.916722285,1.992378663,2.781822684,3.040509182,2.765971614,2.768622222,2.758652188,2.72781171,2.6489571,2.478359383,2.194489056,0
1737,1738,1449,430600,17,31,31430600,1952,1.916722285,2.067226262,2.794890149,3.045596901,2.966678196,3.306937556,4.113148015,5.833554449,8.942642487,13.52510769,18.99580425,0
1738,1739,1450,430500,17,31,31430500,4378,1.925740739,2.791711541,2.938139165,3.130226613,2.862680486,2.901067681,2.912155401,2.870484636,2.739444349,2.487285471,2.121068392,0
1739,1740,1451,430400,17,31,31430400,3445,1.955699329,2.799186013,2.997159632,3.136051248,2.87951983,2.914160321,2.907988603,2.831690309,2.654359475,2.361634764,1.977517735,0
1740,1741,1452,690700,17,31,31690700,324,1.955699329,2.799186013,3.016839665,3.146186812,2.911579587,2.963533422,2.978359196,2.925596485,2.771925141,2.4992923,2.127150135,0
1741,1742,1453,690800,17,31,31690800,2422,2.043844713,2.808689528,3.148963431,3.185936155,2.922153151,2.975251985,2.988923983,2.932797811,2.774969432,2.499564144,2.127152356,0
1742,1743,1454,690900,17,31,31690900,5048,2.043844713,2.822225636,3.172259913,3.248809256,2.936253889,2.985623211,2.9886025,2.915303262,2.737386305,2.444632662,2.062125561,0
1743,1744,1456,691000,17,31,31691000,2957,2.344755117,2.904885631,3.242075823,3.248809256,2.92982686,2.958966178,2.928466628,2.810462079,2.584520658,2.252431295,1.849472431,0
1744,1745,1462,691100,17,31,31691100,3915,2.197722781,2.991709658,3.25803861,3.272271854,2.919003585,2.927323637,2.86484443,2.70687688,2.441156586,2.080114658,1.666585205,0
1745,1746,1463,681300,17,31,31681300,3568,2.197722781,2.99521549,3.313258279,3.274817332,2.908655661,2.90042664,2.81415452,2.628587545,2.338168525,1.962720977,1.54892509,0
1746,1747,1464,681400,17,31,31681400,3994,2.169385116,3.030468639,3.528971682,3.345990533,2.907787604,2.890289126,2.790007182,2.588140425,2.283567951,1.900706684,1.48825315,0
1747,1748,1465,671800,17,31,31671800,1901,2.169385116,3.211654795,3.528971682,3.426386666,2.904677542,2.880476435,2.770847264,2.558759712,2.246019226,1.859880855,1.450017124,0
1748,1749,1466,671900,17,31,31671900,1662,2.169385116,3.250830521,3.575320251,3.44146761,2.903465896,2.875807453,2.761426536,2.54432299,2.227867651,1.840690188,1.432740203,0
1749,1750,1467,672000,17,31,31672000,4927,2.01607416,3.285396185,3.630844525,3.470892102,2.903086728,2.870814423,2.750215162,2.526972648,2.206729576,1.819782557,1.415927962,0
1750,1751,1468,661100,17,31,31661100,6277,1.729163955,2.885762859,3.777171444,3.551135579,2.917734959,2.892980989,2.786854541,2.588912214,2.306053253,1.964455567,1.604499271,0
1751,1752,1469,430800,17,31,31430800,2116,1.916722285,2.200466031,2.794890149,3.055777802,2.839662977,2.940865047,3.132683182,3.466893107,3.940600031,4.433699743,4.756361864,0
1752,1753,1471,430900,17,31,31430900,1852,1.925740739,2.724338414,2.872175713,3.100691149,2.829466845,2.847530519,2.832088644,2.759116131,2.597148869,2.32271068,1.949887206,0
1753,1754,1475,700200,17,31,31700200,5903,1.663414814,2.690930203,3.643427042,3.565227007,2.886931827,2.857958869,2.755548382,2.571372516,2.311719482,1.998210838,1.664108386,0
1754,1755,1477,431200,17,31,31431200,3522,2.004867668,2.237598257,2.816446066,3.055511363,2.735786721,2.708473891,2.643488579,2.523886458,2.32861343,2.043660081,1.686080595,0
