OBJECTID,CHITRT0_,CHITRT0_ID,TRACT,STATE,COUNTY,CNTYTRT,POPU,Dist_5_mi,Dist_10_mi,Dist_15_mi,Dist_20_mi,Beta_6,Beta_8,Beta_10,Beta_12,Beta_14,Beta_16,Beta_18,Dist
1,2,18,860301,17,97,97860301,3933,0.453108112,1.157809712,0.923622102,0.777031472,1.623149813,1.370746007,1.172929121,1.033386486,0.953687932,0.926962037,0.934312664,0
2,3,19,860302,17,97,97860302,3210,0.453108112,1.157809712,0.906111753,0.772845918,1.618364473,1.357431114,1.142261741,0.970533693,0.837693112,0.73550156,0.653062724,0
3,4,21,860500,17,97,97860500,5314,0.453108112,1.185495971,1.026639789,0.799261094,1.644306528,1.385117851,1.166245487,0.982606379,0.827187153,0.692531532,0.573584007,0
4,5,25,861008,17,97,97861008,5675,0.336176088,1.2006904,1.265410958,1.056903185,1.648473223,1.394237886,1.180921141,1.004297861,0.859641529,0.741805003,0.645562263,0
5,6,34,861011,17,97,97861011,7014,0.46168901,1.045577492,1.351072606,1.101934085,1.661503256,1.407882533,1.193357556,1.013832081,0.864661661,0.740575737,0.636312589,0
6,7,40,861803,17,97,97861803,5945,1.983121067,1.501835997,1.111781826,0.930708761,1.756671184,1.542895621,1.384617246,1.283909841,1.237099554,1.232202108,1.251536431,0
7,8,45,861702,17,97,97861702,4037,1.743825889,1.501835997,1.257246462,0.929377027,1.782151759,1.564303913,1.386834121,1.239538953,1.10527916,0.968244346,0.824566467,0
8,9,47,861805,17,97,97861805,2541,2.569395897,1.501835997,1.303416797,0.974080262,1.810829437,1.612228747,1.46215275,1.349744881,1.252886263,1.147671449,1.023569069,0
9,10,48,861902,17,97,97861902,5849,2.569395897,1.855792629,1.306927528,1.035834935,1.833664059,1.651377089,1.524544833,1.442354294,1.380001123,1.308481133,1.212056554,0
10,11,49,861804,17,97,97861804,4029,2.569395897,1.501835997,1.303416797,0.954939278,1.815824811,1.622510754,1.480458718,1.378894231,1.294745508,1.202057845,1.088007651,0
11,12,53,861605,17,97,97861605,12155,1.078712807,1.829299798,1.501037126,1.176615837,1.805843019,1.6013341,1.443745155,1.330523754,1.255628023,1.211107563,1.189397677,0
12,13,54,861301,17,97,97861301,4154,0.438350086,1.036485506,1.344857991,1.23063478,1.676237818,1.423829417,1.20836179,1.025326538,0.869717646,0.7364486,0.621642772,0
13,14,55,861201,17,97,97861201,7019,0.438350086,1.265929459,1.471600642,1.298589177,1.709981949,1.464625147,1.254825783,1.076085508,0.923229265,0.791095974,0.675848528,0
14,15,59,862100,17,97,97862100,5714,1.81915035,1.770709652,1.303416797,0.974080262,1.831629724,1.640545665,1.500114324,1.399406636,1.314284126,1.217770083,1.097484227,0
15,16,62,861303,17,97,97861303,4837,0.438350086,1.265929459,1.344857991,1.298589177,1.694135059,1.445979041,1.234813972,1.056723528,0.907237044,0.781552834,0.675515279,0
16,17,63,861815,17,97,97861815,839,2.644720357,1.770709652,1.303416797,0.974080262,1.853763082,1.684664581,1.579928761,1.530394398,1.507538612,1.473361611,1.403392216,0
17,18,64,862000,17,97,97862000,6201,2.644720357,1.770709652,1.303416797,0.974080262,1.898537459,1.767974976,1.731040712,1.788631705,1.910503042,2.039923253,2.125618222,0
18,19,65,861304,17,97,97861304,3496,0.438350086,1.265929459,1.465386027,1.298589177,1.709118741,1.465749535,1.261064968,1.092902751,0.958810591,0.855556401,0.779061773,0
19,20,66,862401,17,97,97862401,3982,1.81915035,1.770709652,1.303416797,1.018399674,1.880712444,1.720195103,1.62689968,1.592757842,1.587968252,1.571020901,1.51409481,0
20,21,67,861510,17,97,97861510,4668,2.644720357,1.99918865,1.408131284,1.204185594,1.894083729,1.733905851,1.632620782,1.58046993,1.553307765,1.522315405,1.470531217,0
21,22,69,861104,17,97,97861104,9916,0.375403398,1.453552199,1.490174741,1.283055228,1.767560339,1.535484038,1.337347986,1.16881637,1.024547076,0.899289645,0.789121428,0
22,23,70,862603,17,97,97862603,6048,2.644720357,1.819918618,1.393408084,1.121313886,1.937349452,1.849286457,1.891797626,2.083183329,2.400545868,2.773710241,3.121663728,0
23,24,71,861403,17,97,97861403,2659,0.438350086,1.265929459,1.777130809,1.318832859,1.734141773,1.499132568,1.306426799,1.157967373,1.05691607,1.006078447,1.005391193,0
24,25,72,862402,17,97,97862402,3856,1.81915035,1.770709652,1.354397808,1.023183282,1.915251966,1.77575576,1.715287889,1.728805502,1.783970876,1.830006679,1.827815424,0
25,26,74,861404,17,97,97861404,4704,0.40065975,1.265929459,1.657264603,1.382331614,1.750683829,1.514823407,1.314292732,1.14576742,1.00509952,0.887603731,0.788750162,0
26,27,75,862604,17,97,97862604,4241,2.977681734,1.919763193,1.393408084,1.121313886,2.007882457,1.995070637,2.190162295,2.66233482,3.429715398,4.423383078,5.52043365,0
27,28,77,862501,17,97,97862501,4437,2.152111726,1.770709652,1.389897353,1.045201836,1.975705771,1.910020434,1.992364473,2.251104301,2.668283496,3.168107963,3.65598411,0
28,29,78,862300,17,97,97862300,3487,2.152111726,1.770709652,1.332547155,1.053413371,1.910565828,1.7450887,1.634295016,1.567108948,1.514747091,1.442852523,1.333806776,0
29,30,80,862700,17,97,97862700,4962,2.152111726,1.770709652,1.3680467,1.087266595,1.94257384,1.806825501,1.744714745,1.748235729,1.783094169,1.799717631,1.763087705,0
30,31,81,861608,17,97,97861608,3903,2.019179279,2.030914773,1.639215956,1.311538707,1.861828238,1.665647748,1.509161134,1.38657626,1.287701566,1.201411162,1.120161543,0
31,32,82,862502,17,97,97862502,3209,2.152111726,1.870554228,1.462770048,1.087266595,1.981715225,1.877054805,1.86535087,1.943455898,2.074291934,2.194976939,2.251852639,0
32,33,84,862605,17,97,97862605,4377,2.977681734,1.919763193,1.401256022,1.168162253,1.996228847,1.916793226,1.951948675,2.1056054,2.340134136,2.580140076,2.752833549,0
33,34,87,870402,17,111,111870402,4555,1.559846095,0.996015292,0.829021432,0.571126412,1.498685788,1.242593238,1.058853694,0.952997207,0.92494797,0.953934314,0.994361316,0
34,35,89,862901,17,97,97862901,4143,2.09300192,1.870554228,1.475854115,1.087266595,1.963684612,1.823223037,1.747153576,1.726827701,1.731304781,1.718370863,1.659982576,0
35,36,90,862902,17,97,97862902,2897,2.09300192,1.857986282,1.475854115,1.141609802,2.02099599,1.940763164,1.97440376,2.135397662,2.402842512,2.717916127,3.010763524,0
36,37,91,863001,17,97,97863001,18775,2.09300192,2.294782869,1.478798706,1.431418181,2.069637648,2.002762759,2.057213435,2.253053243,2.564529987,2.916091211,3.229177239,0
37,38,104,863100,17,97,97863100,2660,2.09300192,2.258378202,1.475854115,1.389807709,2.050431495,1.987451531,2.05501727,2.281040029,2.658691187,3.134728566,3.63151136,0
38,39,106,870905,17,111,111870905,4417,1.559846095,1.012185096,0.80962478,0.611169963,1.520537543,1.268973524,1.091179678,0.995305218,0.983869891,1.036370883,1.102896414,0
39,40,118,863903,17,97,97863903,4591,1.732588672,2.185142027,1.891068149,1.716427519,2.050074782,1.903020051,1.799654106,1.742907239,1.728312299,1.740150609,1.750502646,0
40,41,127,864108,17,97,97864108,5778,2.117318119,2.066081272,2.058954444,1.749551032,2.023979346,1.84151105,1.678633949,1.532471032,1.398552795,1.272728419,1.153668492,0
41,42,128,864002,17,97,97864002,6288,2.117318119,2.52669841,2.13961558,1.780920729,2.058826815,1.885989845,1.732081958,1.593569446,1.464199435,1.337115016,1.208412366,0
42,43,132,863902,17,97,97863902,4551,3.275599823,2.658902376,2.103882277,1.927712271,2.11468484,1.9664171,1.845758661,1.753132717,1.684760664,1.632856886,1.587387543,0
43,44,143,864510,17,97,97864510,4573,2.52988517,2.382547717,2.103882277,1.979246202,2.122353692,1.975088677,1.858363723,1.778399091,1.739713014,1.74234231,1.778682084,0
44,45,150,871201,17,111,111871201,7152,1.035390642,1.371438568,1.045885629,0.946657521,1.716613627,1.499335789,1.34684728,1.267605956,1.262603079,1.314926238,1.389764754,0
45,46,151,871202,17,111,111871202,6049,1.112323864,1.679147824,1.070554558,0.993829916,1.761587177,1.581115971,1.502515903,1.565502196,1.808588014,2.240018338,2.814464206,0
46,47,158,865300,17,97,97865300,4762,3.791378464,2.194179803,2.373655143,2.105042902,2.272159439,2.148039382,2.038187327,1.944748601,1.866308409,1.798999759,1.741852543,0
47,48,159,865200,17,97,97865200,4009,3.72701861,2.300703086,2.431780296,2.109307447,2.279025257,2.157003506,2.052311983,1.970868963,1.915643754,1.884954642,1.873949324,0
48,49,163,871204,17,111,111871204,11730,0.828910337,1.00984554,1.177075479,0.925721728,1.748332127,1.519085451,1.334246744,1.193312795,1.090341236,1.011047951,0.937427524,0
49,50,172,864409,17,97,97864409,3894,2.555120856,1.602054513,2.36263533,1.937813009,2.080836822,1.899782396,1.73058723,1.574209708,1.433519226,1.314694315,1.228174665,0
50,51,175,864410,17,97,97864410,5488,0.678179239,1.85364297,2.436951576,1.938368919,2.123424371,1.951845662,1.790556267,1.641455408,1.508879032,1.401392498,1.333138192,0
51,52,177,864520,17,97,97864520,5504,1.685671992,2.556607674,2.590606417,2.343444799,2.29878295,2.174960431,2.05612112,1.939686801,1.81796258,1.680460062,1.52448992,0
52,53,178,865502,17,97,97865502,2572,3.299531552,1.710701134,2.320003206,2.404895654,2.376174789,2.302948588,2.277502033,2.331267554,2.498433876,2.802386642,3.239432229,0
53,54,181,871205,17,111,111871205,5000,0.828910337,1.021274429,1.21866819,0.993097489,1.795509431,1.594121029,1.463696833,1.429245833,1.517242216,1.738736309,2.073950732,0
54,55,182,864901,17,97,97864901,4408,4.842542703,2.273337814,2.561282142,2.454294294,2.403962169,2.324036316,2.262373882,2.221646274,2.192719111,2.153356005,2.090203146,0
55,56,187,865700,17,97,97865700,5961,3.64406782,2.372910998,2.379322931,2.507340498,2.434208459,2.35935891,2.3083328,2.297672171,2.342146247,2.446975826,2.605589535,0
56,57,189,864518,17,97,97864518,5895,2.070401439,2.398446663,2.543058981,2.305001867,2.286379255,2.172628597,2.080116112,2.014640118,1.975124436,1.948951779,1.916968337,0
57,58,191,865600,17,97,97865600,3614,3.212501852,2.039415226,2.459895668,2.495721355,2.396398075,2.277091729,2.148851969,2.0136695,1.872739737,1.72543992,1.575738977,0
58,59,193,865802,17,97,97865802,3223,3.299531552,2.466761624,2.47866637,2.69671728,2.46372059,2.397560217,2.348826289,2.325030993,2.326317044,2.342523157,2.365215086,0
59,60,194,864516,17,97,97864516,4986,1.654422332,2.817707409,2.554756024,2.353642516,2.352188639,2.293496716,2.310624298,2.45581027,2.784722608,3.325367093,4.048237919,0
60,61,195,864519,17,97,97864519,5236,1.701258853,2.596894225,2.621943507,2.363939306,2.355509533,2.28277665,2.262454894,2.325831393,2.500256574,2.788671161,3.15743971,0
61,62,197,871404,17,111,111871404,4702,0.464412125,1.236924612,1.31602528,1.184581275,1.860294225,1.63549346,1.435337866,1.257935909,1.100438676,0.959222932,0.832612727,0
62,63,198,864903,17,97,97864903,4912,3.455495158,2.311805889,2.410304053,2.689284394,2.451350126,2.373274856,2.299773955,2.225606537,2.128208293,1.969324128,1.736188733,0
63,64,206,803010,17,31,31803010,5752,1.094419546,2.951220337,2.19194188,2.380493988,2.333928645,2.215036396,2.097318809,1.97874279,1.853037646,1.711021755,1.549250906,0
64,65,207,802401,17,31,31802401,8261,1.236920071,2.469793968,2.403261983,2.546884826,2.385585972,2.271723727,2.148641049,2.011224402,1.851448791,1.662816851,1.451974402,0
65,66,212,803609,17,31,31803609,10124,1.399202279,2.370469757,2.247292154,2.37819364,2.276955668,2.132007886,1.979514626,1.814799693,1.63279657,1.431987634,1.221408407,0
66,67,215,803011,17,31,31803011,8009,1.094419546,2.721776383,2.264488881,2.584882779,2.349579841,2.228935006,2.102837987,1.967123513,1.814969301,1.640161921,1.446014082,0
67,68,216,802504,17,31,31802504,7037,2.209824143,2.75351997,2.491150745,2.766823857,2.441355806,2.342941292,2.236930492,2.123685507,2.004105445,1.883187536,1.778344151,0
68,69,217,803606,17,31,31803606,7972,1.683445537,2.415390075,2.282930324,2.434398929,2.306887902,2.169487734,2.023210714,1.863118422,1.683599258,1.482401432,1.268246793,0
69,70,219,850301,17,89,89850301,7684,0.387478903,1.551278207,1.258869879,1.224829164,1.896663824,1.674646026,1.472896628,1.29037688,1.126275164,0.980255149,0.854138548,0
70,71,221,803605,17,31,31803605,7024,1.191525477,2.14651642,2.044040232,2.612654503,2.313944978,2.179789058,2.037791797,1.883031769,1.708939259,1.511015595,1.295813893,0
71,72,222,803604,17,31,31803604,4467,1.191525477,1.973144288,2.084208772,2.47387676,2.288161989,2.150926145,2.010404385,1.862531421,1.699948832,1.514629374,1.308465228,0
72,73,223,803610,17,31,31803610,6401,1.044395873,1.698566071,2.095627214,2.335828571,2.246175698,2.101374424,1.958097027,1.813495417,1.660885622,1.491353026,1.304208192,0
73,74,224,803007,17,31,31803007,5419,1.292665099,2.381783353,2.459883674,2.605782288,2.400845267,2.293740674,2.179855027,2.055929986,1.916771679,1.758530985,1.586970219,0
74,75,225,801702,17,31,31801702,4200,4.255409667,2.992563212,2.521092245,3.506663477,2.617488375,2.593413455,2.579749113,2.575070032,2.548184352,2.427746589,2.163631486,0
75,76,226,801605,17,31,31801605,5956,3.849636956,2.790693845,2.45340581,3.158186238,2.553957861,2.505896746,2.461940796,2.416428736,2.338652282,2.170682337,1.883365104,0
76,77,227,802503,17,31,31802503,6415,1.395831164,2.620766094,2.382864654,2.600816211,2.420371858,2.313522588,2.194615748,2.05898565,1.900480971,1.715699851,1.513462338,0
77,78,229,801701,17,31,31801701,3881,4.362600281,2.880360391,2.474924671,3.41149866,2.861738908,3.328418635,4.542135649,7.278869484,12.44338441,20.04618301,28.29412322,0
78,79,230,801606,17,31,31801606,6371,2.885593707,3.181373952,2.638730646,3.503584022,2.59682377,2.546224897,2.484102351,2.4021953,2.275626035,2.06516936,1.761024851,0
79,80,231,803006,17,31,31803006,8177,2.197827892,2.258961861,2.222371914,2.610543089,2.406606395,2.310233163,2.21715223,2.129442152,2.047653283,1.971707621,1.906106473,0
80,81,233,850201,17,89,89850201,3885,2.360798844,1.620660806,1.454819894,1.291539005,1.936953676,1.721764217,1.523528118,1.341276352,1.174686184,1.024595962,0.89458258,0
81,82,234,800400,17,31,31800400,3983,2.374085828,2.470652457,2.407883013,3.358642433,2.625207139,2.549787012,2.434535492,2.272939293,2.071197513,1.844560702,1.614923875,0
82,83,235,803607,17,31,31803607,5711,2.143667624,2.121636839,2.131405522,2.779362291,2.36838486,2.250853873,2.125490661,1.987734264,1.830942909,1.649797763,1.449182096,0
83,84,236,803700,17,31,31803700,7580,1.889347406,1.861164306,2.041012831,2.600137026,2.385972673,2.369081297,2.484951802,2.839899131,3.539865803,4.583772143,5.782672788,0
84,85,237,803008,17,31,31803008,4965,2.197827892,2.798085414,2.218585743,2.696934388,2.467021979,2.404414162,2.366719671,2.373219855,2.446860141,2.610971325,2.887535475,0
85,86,238,803009,17,31,31803009,8486,1.675056163,2.754717058,2.502615838,2.802089776,2.477643086,2.382574949,2.270869897,2.138152811,1.979621639,1.794120962,1.592901655,0
86,87,239,803800,17,31,31803800,4781,1.889347406,2.171290124,2.020077365,2.724536531,2.36049955,2.249247509,2.138803392,2.026222977,1.901597921,1.748267481,1.556502813,0
87,88,240,800300,17,31,31800300,3522,3.458821175,2.48438783,2.46462833,3.423740969,2.635867025,2.588778275,2.533386542,2.484497132,2.470925193,2.531781338,2.713809349,0
88,89,241,850302,17,89,89850302,4657,0.428936063,1.551278207,1.123963981,1.175374132,1.909351004,1.690818229,1.49379166,1.319015021,1.168085058,1.043313163,0.948624619,0
89,90,242,850202,17,89,89850202,7135,0.194791785,1.620660806,1.406563448,1.349421214,1.947843969,1.733468578,1.534612279,1.350280008,1.180147694,1.025058309,0.888617741,0
90,91,245,804104,17,31,31804104,5256,3.639356913,1.840009635,1.69337539,1.980365696,2.220088881,2.066863494,1.914689211,1.761698593,1.605759272,1.446588147,1.290819667,0
91,92,247,803200,17,31,31803200,5640,2.302578716,2.501722747,2.22705082,2.821041972,2.458360352,2.371221633,2.279492502,2.181270615,2.072320313,1.947806869,1.809146035,0
92,93,249,803100,17,31,31803100,3441,2.302578716,2.501722747,2.296344649,2.802998528,2.483522875,2.412554984,2.347804002,2.294608034,2.257153852,2.237780138,2.240463027,0
93,94,250,802900,17,31,31802900,6169,2.197827892,2.21935433,2.31931236,2.887603259,2.511646464,2.43657564,2.354129152,2.263710931,2.163572699,2.052273699,1.934497499,0
94,95,251,802605,17,31,31802605,6993,3.475440538,2.868285736,2.614430624,3.353111805,2.578378227,2.498989575,2.388501101,2.239679046,2.046303126,1.808422981,1.543183939,0
95,96,252,802601,17,31,31802601,8121,2.43326302,2.638746636,2.480416956,3.07860612,2.527716529,2.442484932,2.335612775,2.202325974,2.038434524,1.844267764,1.632622337,0
96,97,253,802606,17,31,31802606,8738,2.735239828,2.98250534,2.595195454,3.344016607,2.587283121,2.509697211,2.399412825,2.247769261,2.045956035,1.791222968,1.501546868,0
97,98,256,800500,17,31,31800500,4974,3.307172282,2.669594351,2.684675049,3.39206769,2.696539593,2.659411148,2.59615862,2.506369831,2.402594748,2.305503075,2.239622705,0
98,99,257,801607,17,31,31801607,5497,2.738380584,3.005341318,2.989306612,3.589478022,2.700463841,2.66323026,2.595173022,2.487679787,2.330193224,2.114997718,1.854277613,0
99,100,259,801901,17,31,31801901,4631,2.992271259,2.959417631,2.789152001,3.593908977,2.735253478,2.711717441,2.659928802,2.574429199,2.450824364,2.28752662,2.096624297,0
100,101,264,800700,17,31,31800700,5028,3.750302722,2.864114173,3.316530495,3.402006404,2.812201695,2.826401987,2.822055066,2.797492363,2.761238342,2.725252386,2.70020673,0
101,102,265,804106,17,31,31804106,6712,1.889347406,1.875638762,1.996084148,2.479721102,2.385988711,2.283551113,2.182908095,2.082169238,1.97393272,1.84523183,1.686964307,0
102,103,267,802002,17,31,31802002,4992,4.101726486,3.191020741,3.083389381,3.665814252,2.89386855,3.00708131,3.204067582,3.563348317,4.19728202,5.237018032,6.79754242,0
103,104,268,802001,17,31,31802001,8366,4.072698256,3.141971072,3.159758025,3.669999806,2.788366938,2.789307745,2.769311025,2.726216878,2.65800551,2.563306058,2.449185016,0
104,105,270,803300,17,31,31803300,5212,1.954371519,2.19401349,2.322495575,2.985532559,2.514077287,2.442523987,2.364481637,2.277602743,2.176837063,2.055633019,1.912428173,0
105,106,271,803902,17,31,31803902,3726,2.063845359,2.32165149,2.223648043,2.661833748,2.475178807,2.400168177,2.327575556,2.258007769,2.187865453,2.10785214,2.00787853,0
106,107,272,802801,17,31,31802801,4890,2.31437776,2.245956558,2.59505798,3.340465742,2.566353129,2.495949035,2.405910085,2.291760834,2.148687558,1.974160728,1.774730002,0
107,108,273,802701,17,31,31802701,7335,3.475440538,2.565710265,2.845593024,3.396757251,2.621136853,2.556643586,2.46232781,2.331954905,2.160278339,1.946886187,1.704874137,0
108,109,275,804107,17,31,31804107,6842,2.494762652,1.914921797,2.055248042,2.621110926,2.46821153,2.431503713,2.454162709,2.581352263,2.868559338,3.361676269,4.066233779,0
109,110,277,804000,17,31,31804000,4573,2.761053358,2.441690021,2.138431814,2.67468301,2.511287259,2.464817575,2.443201483,2.462603942,2.53798544,2.673880093,2.857157841,0
110,111,278,803400,17,31,31803400,6183,3.120720932,2.234958948,2.486893763,3.237662929,2.580481332,2.52919499,2.472552898,2.410932844,2.342488573,2.262752033,2.169149391,0
111,112,280,803500,17,31,31803500,5899,2.559975765,2.271756471,2.238341674,2.823677641,2.557667479,2.51900508,2.494856948,2.492912187,2.516918503,2.562488664,2.618435889,0
112,113,281,802802,17,31,31802802,6686,2.369716842,2.291053303,2.72778547,3.241897964,2.632010433,2.588796009,2.536084418,2.478254434,2.421238975,2.371108614,2.335147753,0
113,114,282,802100,17,31,31802100,3416,5.072010296,2.972353663,3.348075552,3.656251451,2.872662467,2.923020468,2.978834609,3.057054933,3.181825009,3.377378836,3.660855414,0
114,115,284,801400,17,31,31801400,2962,4.000039225,2.904069781,3.698302445,3.415361299,2.862661102,2.866611362,2.821755958,2.713909285,2.536127234,2.291979534,2.002812393,0
115,116,285,800900,17,31,31800900,4438,4.000039225,2.902872693,3.631353709,3.405710538,2.866971536,2.883698095,2.861670353,2.788867157,2.660204592,2.478176715,2.25808372,0
116,117,289,804707,17,31,31804707,7967,1.694075898,1.848933563,1.940549013,2.243985104,2.347189789,2.233514337,2.124042899,2.019841689,1.920069047,1.822040492,1.725629926,0
117,118,295,805105,17,31,31805105,7699,2.745466497,2.021664293,2.251544952,2.778344142,2.542145953,2.496122286,2.462215553,2.446318422,2.449176178,2.461566419,2.466098596,0
118,119,296,805110,17,31,31805110,4364,3.029117179,2.275286506,2.697829899,3.261164262,2.640432617,2.641927483,2.679172054,2.777234105,2.961744512,3.248537133,3.635050399,0
119,120,297,806101,17,31,31806101,9956,2.846905316,3.042861183,3.006403186,3.659211045,2.813629407,2.853784271,2.909817966,2.998209534,3.133792044,3.320024197,3.545148402,0
120,121,298,805001,17,31,31805001,4824,2.979705437,2.192286637,2.803524406,3.349675044,2.65139599,2.605983062,2.541266178,2.455586794,2.347249075,2.214783945,2.061298154,0
121,122,299,805106,17,31,31805106,2813,2.559975765,2.178815668,2.266066301,2.895110191,2.643676016,2.700680593,2.864430526,3.210846505,3.834412183,4.826735276,6.244658055,0
122,123,302,804901,17,31,31804901,6129,2.841987253,2.193175346,2.867375612,3.697521498,2.696477253,2.679678607,2.664047261,2.665178448,2.705050224,2.807466692,2.992594274,0
123,124,303,806001,17,31,31806001,6201,4.299768751,3.306097928,3.54614711,3.634334491,2.84263771,2.848931314,2.819910072,2.747154552,2.623167749,2.443769257,2.217405226,0
124,125,304,851000,17,89,89851000,6298,2.089145083,1.515024325,1.11287376,1.418600027,1.922465531,1.706764908,1.511589403,1.33624961,1.179341032,1.038346441,0.911546835,0
125,126,306,805201,17,31,31805201,3606,4.485393927,3.141476895,3.436360087,3.594598636,2.878904326,2.905826567,2.906576941,2.878086845,2.819364763,2.731139724,2.621016365,0
126,127,307,805202,17,31,31805202,3781,5.167551745,3.159050277,3.381923611,3.584091196,2.898089207,2.9245685,2.916557651,2.867401789,2.773626802,2.635842004,2.464956218,0
127,128,308,850800,17,89,89850800,6699,1.001634462,1.559944644,1.295310865,1.328039799,1.974543946,1.771207279,1.586906499,1.421011187,1.271168816,1.132731874,1.001600724,0
128,129,315,804705,17,31,31804705,4042,1.654741438,1.815336147,1.828567984,2.000596014,2.325472258,2.235088254,2.180126253,2.174439852,2.227010622,2.334856885,2.482218264,0
129,130,316,804706,17,31,31804706,2598,1.694075898,1.797432739,1.893842992,2.206874075,2.338347979,2.233931312,2.145559689,2.078147293,2.032715279,2.003974746,1.983635699,0
130,131,318,805109,17,31,31805109,4506,3.029117179,2.275286506,2.789911412,3.294251148,2.668420157,2.692957773,2.773566507,2.951161192,3.272343951,3.774557719,4.469179379,0
131,132,320,804402,17,31,31804402,9846,1.07851788,1.46699119,1.394491508,1.343229613,2.049870095,1.873026201,1.721862232,1.59978432,1.506236172,1.433249417,1.367521845,0
132,133,329,806102,17,31,31806102,3781,3.594267272,2.451746856,3.119039974,3.755920596,2.853050083,2.932476291,3.064298532,3.291145844,3.660122937,4.203065636,4.916623286,0
133,134,333,804902,17,31,31804902,5509,3.518383353,2.215768949,3.070867434,3.751838809,2.712464206,2.672317775,2.600032681,2.491288338,2.343421175,2.156728945,1.939662797,0
134,135,336,805107,17,31,31805107,7074,3.084456261,2.176382137,2.932298268,3.35634965,2.64264166,2.612342656,2.582880386,2.561782331,2.555756408,2.566555638,2.590495529,0
135,136,337,805108,17,31,31805108,6787,3.084456261,2.164141177,2.954559126,3.389786536,2.650306091,2.608632615,2.553342558,2.485984928,2.408051008,2.319625544,2.221767191,0
136,137,342,804709,17,31,31804709,6463,1.449273498,1.810089908,1.95510852,2.344276296,2.377529654,2.260763861,2.137919458,2.007137556,1.864565787,1.705021552,1.527733966,0
137,138,344,851100,17,89,89851100,8070,2.089145083,1.153596722,1.148321505,1.280922784,1.936411772,1.726648684,1.539578803,1.375350085,1.232777293,1.108353855,0.998108702,0
138,139,345,804708,17,31,31804708,9367,1.437163246,1.791903478,1.885995054,2.274517295,2.354686169,2.262713355,2.196437442,2.165955429,2.176079752,2.22046944,2.282897034,0
139,140,346,851300,17,89,89851300,8150,2.089145083,1.559944644,1.300841544,1.281408221,1.990995357,1.797551628,1.62842967,1.484825931,1.364693322,1.260595988,1.162338914,0
140,141,347,805002,17,31,31805002,7180,2.698493348,2.32714256,2.910995455,3.766470317,2.670992649,2.618255323,2.534978302,2.41756409,2.264411633,2.077235482,1.865490424,0
141,142,349,804712,17,31,31804712,5957,1.209964008,1.75310491,1.767539834,2.235784498,2.358178607,2.309633542,2.342026848,2.503234411,2.843832815,3.396871466,4.159441531,0
142,143,351,804711,17,31,31804711,7372,1.364998261,1.80344377,1.650821671,2.024872542,2.310280117,2.220499238,2.174621005,2.192208437,2.287900696,2.461097496,2.692731109,0
143,144,352,804604,17,31,31804604,9707,2.850562153,1.727484885,1.941543727,2.685766333,2.449171653,2.342191075,2.219799944,2.080220836,1.921645183,1.742535799,1.545652369,0
144,145,353,851400,17,89,89851400,7396,0.925183255,1.169798961,1.379204094,1.391801248,2.03054649,1.861487727,1.732352972,1.652774536,1.627122878,1.646574416,1.687562929,0
145,146,354,851200,17,89,89851200,3090,2.089145083,1.264238046,1.213960116,1.218675138,1.982186113,1.785772674,1.613067321,1.464871115,1.339007725,1.22847524,1.124126877,0
146,147,368,804305,17,31,31804305,7184,2.002204958,1.7693782,1.64512918,1.793256789,2.226926756,2.084984758,1.955061289,1.838416648,1.731264451,1.622441538,1.499555855,0
147,148,371,805111,17,31,31805111,7134,2.506391955,2.547043309,2.991467659,3.687102652,2.697003668,2.640123998,2.542974673,2.401164923,2.214397208,1.988271301,1.738222799,0
148,149,372,804710,17,31,31804710,4557,1.409939037,1.804560647,1.796751356,2.381407873,2.356935383,2.245766589,2.140196015,2.041774123,1.947916498,1.850349091,1.740326569,0
149,150,373,851600,17,89,89851600,6552,1.935810458,1.113835008,1.156908945,1.250854821,1.970332009,1.769217111,1.590550913,1.434669688,1.29950241,1.179136578,1.066405557,0
150,151,374,851500,17,89,89851500,1263,1.935810458,1.158755326,1.285414757,1.391801248,2.004269291,1.816757168,1.656474662,1.526157013,1.424555161,1.343077358,1.267930318,0
151,152,383,804307,17,31,31804307,8651,2.034357748,1.80913364,1.661253586,1.874364198,2.246964558,2.09941886,1.954020917,1.809746037,1.662489122,1.504896942,1.332856069,0
152,153,384,804306,17,31,31804306,5734,2.002204958,2.108573247,1.660325532,1.921693168,2.21553989,2.081673983,1.983413945,1.947047581,2.000588687,2.151122659,2.365349164,0
153,154,385,805112,17,31,31805112,3886,3.666734479,2.315701875,3.03492289,3.797506686,2.733571497,2.679457156,2.577894135,2.423971341,2.218221601,1.968537546,1.693854857,0
154,155,388,804605,17,31,31804605,6743,2.850562153,1.699461284,1.99182195,2.77785296,2.442535051,2.326950841,2.191436262,2.033809788,1.852894179,1.649583294,1.431283424,0
155,156,392,804810,17,31,31804810,7298,2.423709869,1.514845412,2.013958175,2.655186279,2.410185783,2.300409125,2.187631979,2.076426907,1.969998491,1.866227793,1.759005576,0
156,157,393,804808,17,31,31804808,2731,1.685738506,1.804560647,1.921416576,2.297835666,2.374067127,2.262848983,2.155248861,2.055161586,1.963296325,1.873564281,1.775871296,0
157,158,396,804805,17,31,31804805,7228,1.323541101,1.765107568,1.751588808,2.10121757,2.309506767,2.180873476,2.054952175,1.931811192,1.808222138,1.677203349,1.533769622,0
